image_path,x1,y1,x2,y2,class
PennFudanPed/PNGImages/PennPed00071.png,709,53,744,174,person
PennFudanPed/PNGImages/PennPed00067.png,37,13,184,298,person
PennFudanPed/PNGImages/PennPed00073.png,98,38,191,326,person
PennFudanPed/PNGImages/PennPed00073.png,182,46,277,340,person
PennFudanPed/PNGImages/PennPed00073.png,316,51,413,331,person
PennFudanPed/PNGImages/FudanPed00074.png,48,51,126,351,person
PennFudanPed/PNGImages/FudanPed00074.png,178,61,256,345,person
PennFudanPed/PNGImages/FudanPed00060.png,188,141,291,427,person
PennFudanPed/PNGImages/FudanPed00060.png,293,130,384,430,person
PennFudanPed/PNGImages/FudanPed00060.png,395,149,498,427,person
PennFudanPed/PNGImages/FudanPed00048.png,6,242,84,535,person
PennFudanPed/PNGImages/FudanPed00048.png,79,231,144,455,person
PennFudanPed/PNGImages/FudanPed00048.png,158,219,251,507,person
PennFudanPed/PNGImages/FudanPed00048.png,460,263,580,544,person
PennFudanPed/PNGImages/FudanPed00049.png,127,123,213,412,person
PennFudanPed/PNGImages/FudanPed00049.png,214,106,317,392,person
PennFudanPed/PNGImages/FudanPed00049.png,315,107,435,387,person
PennFudanPed/PNGImages/FudanPed00061.png,165,70,266,353,person
PennFudanPed/PNGImages/FudanPed00061.png,343,86,429,381,person
PennFudanPed/PNGImages/FudanPed00061.png,406,85,531,387,person
PennFudanPed/PNGImages/PennPed00072.png,134,25,254,337,person
PennFudanPed/PNGImages/PennPed00072.png,280,52,431,330,person
PennFudanPed/PNGImages/PennPed00066.png,11,76,128,365,person
PennFudanPed/PNGImages/PennPed00066.png,265,33,398,312,person
PennFudanPed/PNGImages/PennPed00066.png,76,30,189,345,person
PennFudanPed/PNGImages/PennPed00089.png,85,25,165,294,person
PennFudanPed/PNGImages/PennPed00089.png,140,6,297,309,person
PennFudanPed/PNGImages/PennPed00062.png,86,15,184,301,person
PennFudanPed/PNGImages/PennPed00062.png,176,35,288,305,person
PennFudanPed/PNGImages/PennPed00062.png,2,46,57,223,person
PennFudanPed/PNGImages/PennPed00062.png,321,54,373,234,person
PennFudanPed/PNGImages/PennPed00076.png,187,29,320,319,person
PennFudanPed/PNGImages/FudanPed00059.png,35,54,135,330,person
PennFudanPed/PNGImages/FudanPed00059.png,159,36,252,329,person
PennFudanPed/PNGImages/FudanPed00059.png,270,45,380,328,person
PennFudanPed/PNGImages/FudanPed00071.png,121,44,246,330,person
PennFudanPed/PNGImages/FudanPed00071.png,256,37,339,348,person
PennFudanPed/PNGImages/FudanPed00071.png,226,52,255,119,person
PennFudanPed/PNGImages/FudanPed00065.png,29,69,147,382,person
PennFudanPed/PNGImages/FudanPed00065.png,147,84,242,385,person
PennFudanPed/PNGImages/FudanPed00065.png,234,70,311,393,person
PennFudanPed/PNGImages/FudanPed00065.png,342,88,430,351,person
PennFudanPed/PNGImages/FudanPed00065.png,13,58,64,183,person
PennFudanPed/PNGImages/FudanPed00064.png,141,98,240,387,person
PennFudanPed/PNGImages/FudanPed00064.png,317,101,400,395,person
PennFudanPed/PNGImages/FudanPed00064.png,400,112,517,407,person
PennFudanPed/PNGImages/FudanPed00070.png,288,70,370,364,person
PennFudanPed/PNGImages/FudanPed00058.png,145,92,261,463,person
PennFudanPed/PNGImages/FudanPed00058.png,43,123,64,211,person
PennFudanPed/PNGImages/FudanPed00058.png,289,102,341,280,person
PennFudanPed/PNGImages/FudanPed00058.png,353,97,406,276,person
PennFudanPed/PNGImages/FudanPed00058.png,427,126,446,182,person
PennFudanPed/PNGImages/FudanPed00058.png,462,126,474,171,person
PennFudanPed/PNGImages/FudanPed00058.png,473,133,489,183,person
PennFudanPed/PNGImages/FudanPed00058.png,492,121,517,202,person
PennFudanPed/PNGImages/PennPed00077.png,65,27,181,317,person
PennFudanPed/PNGImages/PennPed00063.png,88,50,262,339,person
PennFudanPed/PNGImages/PennPed00088.png,73,18,215,312,person
PennFudanPed/PNGImages/PennPed00049.png,82,48,176,346,person
PennFudanPed/PNGImages/PennPed00049.png,175,45,253,337,person
PennFudanPed/PNGImages/PennPed00049.png,252,81,307,237,person
PennFudanPed/PNGImages/PennPed00049.png,310,77,368,240,person
PennFudanPed/PNGImages/PennPed00075.png,194,23,335,308,person
PennFudanPed/PNGImages/PennPed00061.png,34,17,143,307,person
PennFudanPed/PNGImages/PennPed00061.png,250,57,275,146,person
PennFudanPed/PNGImages/FudanPed00066.png,248,50,329,351,person
PennFudanPed/PNGImages/FudanPed00072.png,48,40,139,332,person
PennFudanPed/PNGImages/FudanPed00073.png,56,66,159,360,person
PennFudanPed/PNGImages/FudanPed00073.png,193,59,289,352,person
PennFudanPed/PNGImages/FudanPed00067.png,62,79,184,375,person
PennFudanPed/PNGImages/PennPed00060.png,43,23,142,326,person
PennFudanPed/PNGImages/PennPed00060.png,189,21,283,230,person
PennFudanPed/PNGImages/PennPed00060.png,117,28,191,226,person
PennFudanPed/PNGImages/PennPed00060.png,273,81,389,327,person
PennFudanPed/PNGImages/PennPed00060.png,378,31,476,330,person
PennFudanPed/PNGImages/PennPed00074.png,259,31,422,317,person
PennFudanPed/PNGImages/PennPed00074.png,198,23,283,303,person
PennFudanPed/PNGImages/PennPed00074.png,117,48,223,295,person
PennFudanPed/PNGImages/PennPed00048.png,27,33,118,326,person
PennFudanPed/PNGImages/PennPed00048.png,116,35,198,321,person
PennFudanPed/PNGImages/PennPed00048.png,263,21,385,369,person
PennFudanPed/PNGImages/PennPed00092.png,106,76,311,434,person
PennFudanPed/PNGImages/PennPed00092.png,288,94,464,390,person
PennFudanPed/PNGImages/PennPed00086.png,8,33,109,253,person
PennFudanPed/PNGImages/PennPed00086.png,208,49,306,318,person
PennFudanPed/PNGImages/PennPed00086.png,345,32,457,325,person
PennFudanPed/PNGImages/PennPed00086.png,73,163,180,353,person
PennFudanPed/PNGImages/PennPed00086.png,113,65,164,197,person
PennFudanPed/PNGImages/PennPed00051.png,38,52,203,326,person
PennFudanPed/PNGImages/PennPed00051.png,314,67,481,365,person
PennFudanPed/PNGImages/PennPed00051.png,459,34,587,373,person
PennFudanPed/PNGImages/PennPed00051.png,554,67,628,339,person
PennFudanPed/PNGImages/PennPed00045.png,70,64,193,365,person
PennFudanPed/PNGImages/PennPed00045.png,226,65,321,360,person
PennFudanPed/PNGImages/PennPed00045.png,324,67,436,347,person
PennFudanPed/PNGImages/PennPed00045.png,526,45,639,348,person
PennFudanPed/PNGImages/PennPed00045.png,425,67,485,217,person
PennFudanPed/PNGImages/PennPed00045.png,494,62,548,214,person
PennFudanPed/PNGImages/PennPed00079.png,206,25,324,320,person
PennFudanPed/PNGImages/FudanPed00042.png,159,186,250,470,person
PennFudanPed/PNGImages/FudanPed00042.png,288,156,392,449,person
PennFudanPed/PNGImages/FudanPed00056.png,439,247,537,522,person
PennFudanPed/PNGImages/FudanPed00056.png,200,259,270,529,person
PennFudanPed/PNGImages/FudanPed00056.png,252,256,374,528,person
PennFudanPed/PNGImages/FudanPed00057.png,22,91,143,406,person
PennFudanPed/PNGImages/FudanPed00057.png,131,93,205,358,person
PennFudanPed/PNGImages/FudanPed00057.png,237,83,312,356,person
PennFudanPed/PNGImages/FudanPed00057.png,343,117,388,267,person
PennFudanPed/PNGImages/FudanPed00057.png,386,116,427,250,person
PennFudanPed/PNGImages/FudanPed00043.png,64,139,147,426,person
PennFudanPed/PNGImages/FudanPed00043.png,156,139,248,435,person
PennFudanPed/PNGImages/FudanPed00043.png,261,128,358,431,person
PennFudanPed/PNGImages/PennPed00078.png,216,59,320,355,person
PennFudanPed/PNGImages/PennPed00044.png,71,36,170,329,person
PennFudanPed/PNGImages/PennPed00044.png,253,63,336,282,person
PennFudanPed/PNGImages/PennPed00044.png,332,54,408,276,person
PennFudanPed/PNGImages/PennPed00044.png,181,76,225,193,person
PennFudanPed/PNGImages/PennPed00050.png,91,41,196,291,person
PennFudanPed/PNGImages/PennPed00087.png,23,16,148,322,person
PennFudanPed/PNGImages/PennPed00093.png,51,6,222,302,person
PennFudanPed/PNGImages/PennPed00085.png,89,27,200,302,person
PennFudanPed/PNGImages/PennPed00085.png,245,38,368,329,person
PennFudanPed/PNGImages/PennPed00091.png,212,26,336,321,person
PennFudanPed/PNGImages/PennPed00046.png,21,58,111,323,person
PennFudanPed/PNGImages/PennPed00046.png,318,22,420,319,person
PennFudanPed/PNGImages/PennPed00046.png,421,62,441,119,person
PennFudanPed/PNGImages/PennPed00052.png,77,137,175,428,person
PennFudanPed/PNGImages/PennPed00052.png,169,181,294,491,person
PennFudanPed/PNGImages/PennPed00052.png,403,157,494,400,person
PennFudanPed/PNGImages/PennPed00052.png,524,83,613,393,person
PennFudanPed/PNGImages/PennPed00052.png,279,179,334,314,person
PennFudanPed/PNGImages/FudanPed00055.png,148,178,277,530,person
PennFudanPed/PNGImages/FudanPed00041.png,351,161,439,437,person
PennFudanPed/PNGImages/FudanPed00041.png,284,181,357,439,person
PennFudanPed/PNGImages/FudanPed00041.png,42,186,110,388,person
PennFudanPed/PNGImages/FudanPed00069.png,215,70,315,363,person
PennFudanPed/PNGImages/FudanPed00068.png,249,66,318,361,person
PennFudanPed/PNGImages/FudanPed00040.png,201,157,279,437,person
PennFudanPed/PNGImages/FudanPed00040.png,279,172,377,430,person
PennFudanPed/PNGImages/FudanPed00054.png,97,135,182,418,person
PennFudanPed/PNGImages/FudanPed00054.png,287,114,358,332,person
PennFudanPed/PNGImages/FudanPed00054.png,364,121,437,329,person
PennFudanPed/PNGImages/PennPed00053.png,15,29,124,325,person
PennFudanPed/PNGImages/PennPed00053.png,169,27,266,329,person
PennFudanPed/PNGImages/PennPed00047.png,116,57,253,336,person
PennFudanPed/PNGImages/PennPed00047.png,246,33,381,320,person
PennFudanPed/PNGImages/PennPed00047.png,362,42,427,194,person
PennFudanPed/PNGImages/PennPed00090.png,80,23,212,358,person
PennFudanPed/PNGImages/PennPed00090.png,43,39,122,346,person
PennFudanPed/PNGImages/PennPed00090.png,206,38,366,326,person
PennFudanPed/PNGImages/PennPed00084.png,142,46,310,342,person
PennFudanPed/PNGImages/PennPed00084.png,274,21,362,334,person
PennFudanPed/PNGImages/PennPed00084.png,161,95,208,258,person
PennFudanPed/PNGImages/PennPed00080.png,72,47,175,339,person
PennFudanPed/PNGImages/PennPed00080.png,198,43,314,339,person
PennFudanPed/PNGImages/PennPed00080.png,320,44,422,332,person
PennFudanPed/PNGImages/PennPed00094.png,122,27,256,322,person
PennFudanPed/PNGImages/PennPed00043.png,189,47,297,334,person
PennFudanPed/PNGImages/PennPed00043.png,332,63,434,328,person
PennFudanPed/PNGImages/PennPed00043.png,142,78,199,254,person
PennFudanPed/PNGImages/PennPed00043.png,282,78,328,253,person
PennFudanPed/PNGImages/PennPed00043.png,430,73,456,154,person
PennFudanPed/PNGImages/PennPed00057.png,158,64,261,352,person
PennFudanPed/PNGImages/PennPed00057.png,198,18,266,294,person
PennFudanPed/PNGImages/FudanPed00050.png,33,203,135,484,person
PennFudanPed/PNGImages/FudanPed00050.png,291,205,369,412,person
PennFudanPed/PNGImages/FudanPed00044.png,246,170,340,462,person
PennFudanPed/PNGImages/FudanPed00044.png,337,175,426,464,person
PennFudanPed/PNGImages/FudanPed00044.png,37,129,181,492,person
PennFudanPed/PNGImages/FudanPed00044.png,436,157,501,402,person
PennFudanPed/PNGImages/FudanPed00045.png,198,198,294,481,person
PennFudanPed/PNGImages/FudanPed00045.png,319,201,404,499,person
PennFudanPed/PNGImages/FudanPed00045.png,395,212,469,495,person
PennFudanPed/PNGImages/FudanPed00051.png,126,191,218,476,person
PennFudanPed/PNGImages/PennPed00056.png,175,106,271,398,person
PennFudanPed/PNGImages/PennPed00056.png,140,122,193,384,person
PennFudanPed/PNGImages/PennPed00056.png,257,98,306,386,person
PennFudanPed/PNGImages/PennPed00042.png,273,37,379,312,person
PennFudanPed/PNGImages/PennPed00042.png,403,36,472,310,person
PennFudanPed/PNGImages/PennPed00095.png,193,50,300,337,person
PennFudanPed/PNGImages/PennPed00095.png,320,55,432,335,person
PennFudanPed/PNGImages/PennPed00081.png,148,85,240,366,person
PennFudanPed/PNGImages/PennPed00081.png,233,54,337,360,person
PennFudanPed/PNGImages/PennPed00081.png,330,75,455,366,person
PennFudanPed/PNGImages/PennPed00083.png,108,32,249,327,person
PennFudanPed/PNGImages/PennPed00083.png,38,22,124,299,person
PennFudanPed/PNGImages/PennPed00068.png,43,89,153,364,person
PennFudanPed/PNGImages/PennPed00068.png,189,56,283,349,person
PennFudanPed/PNGImages/PennPed00068.png,430,37,568,349,person
PennFudanPed/PNGImages/PennPed00068.png,384,47,455,223,person
PennFudanPed/PNGImages/PennPed00054.png,43,22,128,317,person
PennFudanPed/PNGImages/PennPed00040.png,203,42,318,330,person
PennFudanPed/PNGImages/FudanPed00047.png,272,198,371,482,person
PennFudanPed/PNGImages/FudanPed00047.png,31,195,90,427,person
PennFudanPed/PNGImages/FudanPed00047.png,384,185,430,298,person
PennFudanPed/PNGImages/FudanPed00053.png,94,169,195,432,person
PennFudanPed/PNGImages/FudanPed00053.png,389,150,499,453,person
PennFudanPed/PNGImages/FudanPed00052.png,206,189,308,492,person
PennFudanPed/PNGImages/FudanPed00046.png,178,123,271,410,person
PennFudanPed/PNGImages/FudanPed00046.png,299,114,370,335,person
PennFudanPed/PNGImages/FudanPed00046.png,446,104,507,315,person
PennFudanPed/PNGImages/FudanPed00046.png,521,119,565,258,person
PennFudanPed/PNGImages/PennPed00041.png,353,99,467,380,person
PennFudanPed/PNGImages/PennPed00055.png,96,51,208,341,person
PennFudanPed/PNGImages/PennPed00055.png,29,8,122,283,person
PennFudanPed/PNGImages/PennPed00069.png,59,44,149,330,person
PennFudanPed/PNGImages/PennPed00069.png,169,40,269,310,person
PennFudanPed/PNGImages/PennPed00082.png,80,22,229,312,person
PennFudanPed/PNGImages/PennPed00096.png,6,38,103,324,person
PennFudanPed/PNGImages/PennPed00096.png,101,26,206,323,person
PennFudanPed/PNGImages/PennPed00032.png,98,50,203,329,person
PennFudanPed/PNGImages/PennPed00026.png,303,94,447,382,person
PennFudanPed/PNGImages/PennPed00026.png,200,120,291,373,person
PennFudanPed/PNGImages/FudanPed00021.png,324,76,470,367,person
PennFudanPed/PNGImages/FudanPed00021.png,234,93,268,167,person
PennFudanPed/PNGImages/FudanPed00021.png,47,95,69,160,person
PennFudanPed/PNGImages/FudanPed00035.png,64,39,195,331,person
PennFudanPed/PNGImages/FudanPed00009.png,306,138,453,430,person
PennFudanPed/PNGImages/FudanPed00009.png,157,124,298,398,person
PennFudanPed/PNGImages/FudanPed00008.png,228,158,370,436,person
PennFudanPed/PNGImages/FudanPed00008.png,39,179,115,363,person
PennFudanPed/PNGImages/FudanPed00034.png,111,37,254,330,person
PennFudanPed/PNGImages/FudanPed00020.png,339,99,508,381,person
PennFudanPed/PNGImages/PennPed00027.png,126,93,218,363,person
PennFudanPed/PNGImages/PennPed00027.png,204,81,322,367,person
PennFudanPed/PNGImages/PennPed00027.png,347,89,463,342,person
PennFudanPed/PNGImages/PennPed00033.png,32,37,126,370,person
PennFudanPed/PNGImages/PennPed00033.png,110,50,214,376,person
PennFudanPed/PNGImages/PennPed00033.png,392,70,519,368,person
PennFudanPed/PNGImages/PennPed00033.png,274,149,389,333,person
PennFudanPed/PNGImages/PennPed00025.png,72,34,216,310,person
PennFudanPed/PNGImages/PennPed00025.png,189,151,276,304,person
PennFudanPed/PNGImages/PennPed00025.png,390,2,421,71,person
PennFudanPed/PNGImages/PennPed00031.png,244,42,390,329,person
PennFudanPed/PNGImages/PennPed00019.png,17,78,106,356,person
PennFudanPed/PNGImages/PennPed00019.png,160,70,249,361,person
PennFudanPed/PNGImages/PennPed00019.png,315,60,390,364,person
PennFudanPed/PNGImages/PennPed00019.png,368,47,474,370,person
PennFudanPed/PNGImages/PennPed00019.png,464,75,539,362,person
PennFudanPed/PNGImages/PennPed00019.png,525,80,639,375,person
PennFudanPed/PNGImages/PennPed00019.png,600,78,704,375,person
PennFudanPed/PNGImages/FudanPed00036.png,131,98,279,394,person
PennFudanPed/PNGImages/FudanPed00036.png,802,120,937,381,person
PennFudanPed/PNGImages/FudanPed00036.png,244,133,330,363,person
PennFudanPed/PNGImages/FudanPed00036.png,726,145,789,345,person
PennFudanPed/PNGImages/FudanPed00022.png,112,169,209,449,person
PennFudanPed/PNGImages/FudanPed00022.png,397,171,514,455,person
PennFudanPed/PNGImages/FudanPed00023.png,202,84,341,366,person
PennFudanPed/PNGImages/FudanPed00037.png,259,63,415,349,person
PennFudanPed/PNGImages/FudanPed00037.png,190,98,209,170,person
PennFudanPed/PNGImages/PennPed00018.png,65,32,145,327,person
PennFudanPed/PNGImages/PennPed00018.png,181,69,262,308,person
PennFudanPed/PNGImages/PennPed00030.png,139,37,253,339,person
PennFudanPed/PNGImages/PennPed00030.png,3,37,95,342,person
PennFudanPed/PNGImages/PennPed00030.png,316,43,448,339,person
PennFudanPed/PNGImages/PennPed00024.png,71,58,170,350,person
PennFudanPed/PNGImages/PennPed00008.png,47,71,177,366,person
PennFudanPed/PNGImages/PennPed00008.png,199,77,305,329,person
PennFudanPed/PNGImages/PennPed00008.png,256,74,394,345,person
PennFudanPed/PNGImages/PennPed00008.png,343,53,421,278,person
PennFudanPed/PNGImages/PennPed00020.png,142,121,264,379,person
PennFudanPed/PNGImages/PennPed00020.png,387,76,516,365,person
PennFudanPed/PNGImages/PennPed00020.png,445,77,607,369,person
PennFudanPed/PNGImages/PennPed00034.png,108,58,289,391,person
PennFudanPed/PNGImages/PennPed00034.png,302,63,405,344,person
PennFudanPed/PNGImages/PennPed00034.png,369,67,493,353,person
PennFudanPed/PNGImages/PennPed00034.png,181,63,278,374,person
PennFudanPed/PNGImages/FudanPed00033.png,165,53,304,346,person
PennFudanPed/PNGImages/FudanPed00027.png,104,45,253,328,person
PennFudanPed/PNGImages/FudanPed00026.png,44,78,150,389,person
PennFudanPed/PNGImages/FudanPed00026.png,185,89,279,373,person
PennFudanPed/PNGImages/FudanPed00032.png,456,162,573,453,person
PennFudanPed/PNGImages/PennPed00035.png,169,30,275,331,person
PennFudanPed/PNGImages/PennPed00035.png,367,54,541,333,person
PennFudanPed/PNGImages/PennPed00035.png,121,33,208,322,person
PennFudanPed/PNGImages/PennPed00021.png,68,118,218,407,person
PennFudanPed/PNGImages/PennPed00021.png,464,81,588,382,person
PennFudanPed/PNGImages/PennPed00021.png,559,111,681,381,person
PennFudanPed/PNGImages/PennPed00009.png,47,85,147,292,person
PennFudanPed/PNGImages/PennPed00009.png,163,87,240,348,person
PennFudanPed/PNGImages/PennPed00009.png,225,86,300,307,person
PennFudanPed/PNGImages/PennPed00009.png,316,81,391,369,person
PennFudanPed/PNGImages/PennPed00009.png,375,100,471,351,person
PennFudanPed/PNGImages/PennPed00009.png,470,94,559,395,person
PennFudanPed/PNGImages/PennPed00009.png,533,90,605,376,person
PennFudanPed/PNGImages/PennPed00037.png,229,24,328,307,person
PennFudanPed/PNGImages/PennPed00023.png,107,60,275,363,person
PennFudanPed/PNGImages/FudanPed00018.png,20,19,126,304,person
PennFudanPed/PNGImages/FudanPed00024.png,103,84,270,370,person
PennFudanPed/PNGImages/FudanPed00030.png,59,85,208,375,person
PennFudanPed/PNGImages/FudanPed00031.png,298,122,444,408,person
PennFudanPed/PNGImages/FudanPed00025.png,226,69,396,354,person
PennFudanPed/PNGImages/FudanPed00025.png,44,87,94,256,person
PennFudanPed/PNGImages/FudanPed00025.png,128,74,189,262,person
PennFudanPed/PNGImages/FudanPed00025.png,180,53,228,255,person
PennFudanPed/PNGImages/FudanPed00025.png,213,73,273,262,person
PennFudanPed/PNGImages/FudanPed00025.png,314,62,383,266,person
PennFudanPed/PNGImages/FudanPed00019.png,7,135,142,389,person
PennFudanPed/PNGImages/FudanPed00019.png,194,123,339,421,person
PennFudanPed/PNGImages/PennPed00022.png,30,118,167,413,person
PennFudanPed/PNGImages/PennPed00022.png,120,149,257,413,person
