image_name,annotation_id,x_min,y_min,x_max,y_max
FudanPed00017.png,53,196,42,296,242
FudanPed00017.png,54,33,11,113,171
FudanPed00017.png,55,297,126,361,254
FudanPed00018.png,56,14,0,114,200
FudanPed00018.png,57,108,126,172,254
FudanPed00018.png,58,198,9,262,137
FudanPed00019.png,59,168,56,268,256
FudanPed00019.png,60,0,45,64,173
FudanPed00019.png,61,292,11,372,171
FudanPed00019.png,62,81,0,145,128
FudanPed00020.png,63,253,42,353,242
FudanPed00020.png,64,154,56,254,256
FudanPed00020.png,65,45,56,125,216
FudanPed00021.png,66,261,99,325,227
FudanPed00021.png,67,117,45,181,173
FudanPed00021.png,68,27,90,91,218
FudanPed00022.png,69,99,63,163,191
FudanPed00022.png,70,0,36,64,164
FudanPed00022.png,71,315,90,379,218
FudanPed00023.png,72,258,56,338,216
FudanPed00023.png,73,198,63,262,191
FudanPed00023.png,74,123,11,203,171
FudanPed00024.png,75,28,42,128,242
FudanPed00024.png,76,135,54,199,182
FudanPed00024.png,77,239,42,339,242
FudanPed00025.png,78,270,36,334,164
FudanPed00025.png,79,36,45,100,173
FudanPed00025.png,80,101,45,181,205
FudanPed00025.png,81,216,90,280,218
FudanPed00026.png,82,72,108,136,236
FudanPed00026.png,83,182,42,282,242
FudanPed00026.png,84,306,72,370,200
FudanPed00027.png,85,225,56,325,256
FudanPed00027.png,86,36,63,100,191
FudanPed00028.png,87,306,0,370,128
FudanPed00028.png,88,98,42,198,242
FudanPed00028.png,89,225,33,305,193
FudanPed00028.png,90,36,72,100,200
FudanPed00029.png,91,234,108,298,236
FudanPed00029.png,92,14,28,114,228
FudanPed00029.png,93,315,63,379,191
FudanPed00029.png,94,108,117,172,245
FudanPed00030.png,95,90,45,170,205
FudanPed00030.png,96,171,117,235,245
FudanPed00030.png,97,252,81,316,209
FudanPed00031.png,98,196,56,296,256
FudanPed00031.png,99,112,0,192,160
FudanPed00032.png,100,246,0,371,250
FudanPed00033.png,101,216,45,280,173
FudanPed00033.png,102,78,0,158,160
FudanPed00033.png,103,315,45,395,205
FudanPed00034.png,104,243,126,307,254
FudanPed00034.png,105,252,0,316,128
FudanPed00034.png,106,180,11,260,171
FudanPed00034.png,107,67,22,147,182
FudanPed00035.png,108,171,18,235,146
FudanPed00035.png,109,90,36,154,164
FudanPed00035.png,110,225,99,289,227
FudanPed00036.png,111,56,42,156,242
FudanPed00036.png,112,295,42,395,242
FudanPed00036.png,113,168,14,268,214
FudanPed00037.png,114,288,126,352,254
FudanPed00037.png,115,42,14,142,214
FudanPed00038.png,116,228,0,353,250
FudanPed00038.png,117,0,126,64,254
FudanPed00039.png,118,108,54,172,182
FudanPed00039.png,119,182,42,282,242
FudanPed00040.png,120,123,90,203,250
FudanPed00040.png,121,202,78,282,238
FudanPed00040.png,122,9,36,73,164
FudanPed00041.png,123,258,67,338,227
FudanPed00041.png,124,189,108,253,236
FudanPed00041.png,125,9,99,73,227
FudanPed00041.png,126,135,27,199,155
FudanPed00041.png,127,72,108,136,236
FudanPed00042.png,128,84,56,184,256
FudanPed00042.png,129,182,56,282,256
FudanPed00042.png,130,333,63,397,191
FudanPed00042.png,131,0,108,64,236
FudanPed00043.png,132,210,42,310,242
FudanPed00043.png,133,90,67,170,227
FudanPed00043.png,134,18,72,82,200
FudanPed00044.png,135,182,56,282,256
FudanPed00044.png,136,78,56,158,216
FudanPed00044.png,137,279,81,343,209
FudanPed00045.png,138,180,0,244,128
FudanPed00045.png,139,198,117,262,245
FudanPed00045.png,140,84,56,184,256
FudanPed00045.png,141,292,78,372,238
FudanPed00046.png,142,182,28,282,228
FudanPed00046.png,143,303,45,383,205
FudanPed00046.png,144,108,108,172,236
FudanPed00047.png,145,180,78,260,238
FudanPed00047.png,146,297,90,361,218
FudanPed00047.png,147,9,81,73,209
FudanPed00047.png,148,84,0,184,200
FudanPed00048.png,149,78,90,158,250
FudanPed00048.png,150,207,63,271,191
FudanPed00048.png,151,333,126,397,254
FudanPed00048.png,152,0,90,80,250
FudanPed00049.png,153,112,67,192,227
FudanPed00049.png,154,213,67,293,227
FudanPed00050.png,155,180,99,244,227
FudanPed00050.png,156,108,126,172,254
FudanPed00050.png,157,22,90,102,250
FudanPed00050.png,158,261,117,325,245
FudanPed00051.png,159,243,9,307,137
FudanPed00051.png,160,135,90,215,250
FudanPed00052.png,161,202,78,282,238
FudanPed00052.png,162,279,117,343,245
FudanPed00053.png,163,90,81,154,209
FudanPed00053.png,164,281,42,381,242
FudanPed00053.png,165,162,72,226,200
FudanPed00054.png,166,202,45,282,205
FudanPed00054.png,167,56,42,156,242
FudanPed00054.png,168,279,63,343,191
FudanPed00055.png,169,196,56,296,256
FudanPed00055.png,170,45,18,109,146
FudanPed00055.png,171,135,99,199,227
FudanPed00056.png,172,295,56,395,256
FudanPed00056.png,173,135,90,215,250
FudanPed00057.png,174,84,28,184,228
FudanPed00057.png,175,191,45,271,205
FudanPed00058.png,176,261,36,325,164
FudanPed00058.png,177,153,63,217,191
FudanPed00058.png,178,0,18,64,146
FudanPed00058.png,179,78,33,158,193
FudanPed00059.png,180,158,0,283,250
FudanPed00059.png,181,0,42,100,242
FudanPed00060.png,182,135,11,215,171
FudanPed00060.png,183,243,81,307,209
FudanPed00060.png,184,315,78,395,238
FudanPed00061.png,185,112,28,212,228
FudanPed00061.png,186,247,45,327,205
FudanPed00061.png,187,14,14,114,214
FudanPed00062.png,188,263,0,388,250
FudanPed00062.png,189,154,42,254,242
FudanPed00063.png,190,0,56,100,256
FudanPed00063.png,191,157,22,237,182
FudanPed00063.png,192,267,56,367,256
FudanPed00064.png,193,98,42,198,242
FudanPed00064.png,194,315,22,395,182
FudanPed00064.png,195,213,22,293,182
FudanPed00064.png,196,0,42,100,242
FudanPed00065.png,197,45,90,125,250
FudanPed00065.png,198,253,42,353,242
FudanPed00065.png,199,180,22,260,182
FudanPed00066.png,200,261,126,325,254
FudanPed00066.png,201,158,0,283,250
FudanPed00067.png,202,56,90,136,250
FudanPed00067.png,203,144,9,208,137
FudanPed00068.png,204,270,33,350,193
FudanPed00068.png,205,101,90,181,250
FudanPed00069.png,206,270,11,350,171
FudanPed00069.png,207,202,78,282,238
FudanPed00069.png,208,98,56,198,256
FudanPed00070.png,209,324,45,388,173
FudanPed00070.png,210,81,90,145,218
FudanPed00070.png,211,252,27,316,155
FudanPed00071.png,212,333,36,397,164
FudanPed00071.png,213,225,27,289,155
FudanPed00071.png,214,72,81,136,209
FudanPed00071.png,215,288,126,352,254
FudanPed00071.png,216,180,126,244,254
FudanPed00072.png,217,90,33,170,193
FudanPed00072.png,218,207,126,271,254
FudanPed00073.png,219,140,56,240,256
FudanPed00073.png,220,279,99,343,227
FudanPed00073.png,221,18,126,82,254
FudanPed00073.png,222,72,45,136,173
FudanPed00074.png,223,63,27,127,155
FudanPed00074.png,224,126,99,190,227
FudanPed00074.png,225,213,22,293,182
PennPed00001.png,226,228,0,353,250
PennPed00001.png,227,90,22,170,182
PennPed00001.png,228,36,108,100,236
PennPed00002.png,229,324,117,388,245
PennPed00002.png,230,189,9,253,137
PennPed00002.png,231,0,0,125,250
PennPed00002.png,232,261,108,325,236
PennPed00002.png,233,126,81,190,209
PennPed00003.png,234,261,108,325,236
PennPed00003.png,235,27,126,91,254
PennPed00003.png,236,135,117,199,245
PennPed00003.png,237,18,9,82,137
PennPed00003.png,238,324,108,388,236
PennPed00004.png,239,99,117,163,245
PennPed00004.png,240,182,56,282,256
PennPed00004.png,241,297,81,361,209
PennPed00004.png,242,22,22,102,182
PennPed00005.png,243,135,72,199,200
PennPed00005.png,244,281,56,381,256
PennPed00006.png,245,54,126,118,254
PennPed00006.png,246,153,117,217,245
PennPed00006.png,247,261,81,325,209
PennPed00007.png,248,81,117,145,245
PennPed00007.png,249,281,28,381,228
PennPed00007.png,250,146,90,226,250
PennPed00008.png,251,108,0,172,128
PennPed00008.png,252,288,117,352,245
PennPed00008.png,253,196,28,296,228
PennPed00008.png,254,315,9,379,137
PennPed00008.png,255,81,117,145,245
PennPed00009.png,256,22,33,102,193
PennPed00009.png,257,112,28,212,228
PennPed00009.png,258,270,22,350,182
PennPed00010.png,259,228,0,353,250
PennPed00010.png,260,70,14,170,214
PennPed00010.png,261,9,0,73,128
PennPed00011.png,262,99,36,163,164
PennPed00012.png,263,67,67,147,227
PennPed00012.png,264,157,67,237,227
PennPed00013.png,265,56,45,136,205
PennPed00013.png,266,162,72,226,200
PennPed00013.png,267,252,81,316,209
PennPed00014.png,268,270,126,334,254
PennPed00014.png,269,144,54,208,182
PennPed00014.png,270,202,11,282,171
PennPed00014.png,271,81,27,145,155
PennPed00014.png,272,18,90,82,218
PennPed00015.png,273,303,78,383,238
PennPed00015.png,274,135,36,199,164
PennPed00015.png,275,45,126,109,254
PennPed00016.png,276,98,56,198,256
PennPed00016.png,277,246,0,371,250
PennPed00016.png,278,36,126,100,254
PennPed00017.png,279,270,108,334,236
PennPed00017.png,280,70,0,195,250
PennPed00018.png,281,35,0,160,250
PennPed00018.png,282,162,126,226,254
PennPed00018.png,283,225,90,305,250
PennPed00019.png,284,56,42,156,242
PennPed00019.png,285,295,42,395,242
PennPed00019.png,286,180,27,244,155
PennPed00020.png,287,78,56,158,216
PennPed00020.png,288,193,0,318,250
PennPed00020.png,289,333,63,397,191
PennPed00021.png,290,22,78,102,238
PennPed00021.png,291,295,56,395,256
PennPed00021.png,292,146,0,226,160
PennPed00022.png,293,84,56,184,256
PennPed00022.png,294,281,28,381,228
PennPed00022.png,295,11,56,91,216
PennPed00023.png,296,22,22,102,182
PennPed00023.png,297,162,108,226,236
PennPed00024.png,298,117,126,181,254
PennPed00024.png,299,196,14,296,214
PennPed00024.png,300,333,18,397,146
PennPed00024.png,301,135,9,199,137
PennPed00025.png,302,70,0,195,250
PennPed00025.png,303,243,18,307,146
PennPed00026.png,304,288,126,352,254
PennPed00026.png,305,126,126,190,254
PennPed00026.png,306,0,42,100,242
PennPed00027.png,307,270,108,334,236
PennPed00027.png,308,84,56,184,256
PennPed00027.png,309,0,67,80,227
PennPed00027.png,310,180,56,260,216
PennPed00028.png,311,36,9,100,137
PennPed00028.png,312,210,14,310,214
PennPed00028.png,313,112,11,192,171
PennPed00029.png,314,196,42,296,242
PennPed00029.png,315,35,0,160,250
PennPed00029.png,316,297,99,361,227
PennPed00030.png,317,263,0,388,250
PennPed00030.png,318,0,0,80,160
PennPed00030.png,319,117,126,181,254
PennPed00030.png,320,153,9,217,137
PennPed00031.png,321,154,14,254,214
PennPed00031.png,322,252,126,316,254
PennPed00031.png,323,9,117,73,245
PennPed00031.png,324,279,9,343,137
PennPed00031.png,325,56,22,136,182
PennPed00032.png,326,252,90,316,218
PennPed00032.png,327,135,18,199,146
PennPed00032.png,328,306,27,370,155
PennPed00032.png,329,33,33,113,193
PennPed00032.png,330,108,126,172,254
PennPed00033.png,331,0,0,125,250
PennPed00033.png,332,295,42,395,242
PennPed00033.png,333,198,90,262,218
PennPed00034.png,334,70,14,170,214
PennPed00034.png,335,263,0,388,250
PennPed00034.png,336,168,0,268,200
PennPed00034.png,337,9,27,73,155
PennPed00035.png,338,258,0,338,160
PennPed00035.png,339,54,72,118,200
PennPed00035.png,340,0,126,64,254
PennPed00035.png,341,198,45,262,173
PennPed00035.png,342,112,56,212,256
PennPed00036.png,343,288,117,352,245
PennPed00036.png,344,14,56,114,256
PennPed00036.png,345,146,90,226,250
PennPed00037.png,346,288,18,352,146
PennPed00037.png,347,0,28,100,228
PennPed00037.png,348,171,54,235,182
PennPed00038.png,349,225,27,289,155
PennPed00038.png,350,135,81,199,209
PennPed00039.png,351,252,126,316,254
PennPed00039.png,352,84,28,184,228
PennPed00040.png,353,146,11,226,171
PennPed00040.png,354,261,45,325,173
PennPed00040.png,355,27,126,91,254
PennPed00041.png,356,210,42,310,242
PennPed00041.png,357,63,27,127,155
PennPed00041.png,358,108,117,172,245
PennPed00042.png,359,158,0,283,250
PennPed00042.png,360,288,126,352,254
PennPed00042.png,361,42,14,142,214
PennPed00043.png,362,98,28,198,228
PennPed00043.png,363,202,45,282,205
PennPed00043.png,364,315,45,379,173
PennPed00043.png,365,22,33,102,193
PennPed00044.png,366,196,42,296,242
PennPed00044.png,367,54,36,118,164
PennPed00044.png,368,123,33,203,193
PennPed00044.png,369,297,126,361,254
PennPed00045.png,370,281,14,381,214
PennPed00045.png,371,45,90,125,250
PennPed00045.png,372,180,81,244,209
PennPed00046.png,373,210,0,335,250
PennPed00046.png,374,72,36,136,164
PennPed00046.png,375,9,18,73,146
PennPed00047.png,376,18,90,82,218
PennPed00047.png,377,193,0,318,250
PennPed00047.png,378,98,28,198,228
PennPed00047.png,379,315,45,395,205
PennPed00048.png,380,87,0,212,250
PennPed00048.png,381,18,27,82,155
PennPed00048.png,382,252,27,316,155
PennPed00048.png,383,315,45,379,173
PennPed00049.png,384,258,33,338,193
PennPed00049.png,385,123,0,248,250
PennPed00050.png,386,42,0,142,200
PennPed00050.png,387,243,81,307,209
PennPed00051.png,388,292,33,372,193
PennPed00051.png,389,0,0,125,250
PennPed00051.png,390,213,90,293,250
PennPed00052.png,391,28,42,128,242
PennPed00052.png,392,281,28,381,228
PennPed00053.png,393,78,67,158,227
PennPed00053.png,394,234,54,298,182
PennPed00053.png,395,153,0,217,128
PennPed00054.png,396,162,81,226,209
PennPed00054.png,397,243,36,307,164
PennPed00054.png,398,45,90,109,218
PennPed00055.png,399,202,90,282,250
PennPed00055.png,400,45,9,109,137
PennPed00055.png,401,281,45,361,205
PennPed00055.png,402,90,117,154,245
PennPed00056.png,403,81,108,145,236
PennPed00056.png,404,144,117,208,245
PennPed00056.png,405,9,54,73,182
PennPed00056.png,406,225,63,289,191
PennPed00056.png,407,324,126,388,254
PennPed00057.png,408,288,0,352,128
PennPed00057.png,409,196,14,296,214
PennPed00057.png,410,33,11,113,171
PennPed00058.png,411,154,0,254,200
PennPed00058.png,412,253,28,353,228
PennPed00058.png,413,27,81,91,209
PennPed00059.png,414,42,14,142,214
PennPed00059.png,415,246,0,371,250
PennPed00059.png,416,171,0,235,128
PennPed00060.png,417,18,18,82,146
PennPed00060.png,418,315,22,395,182
PennPed00060.png,419,126,0,226,200
PennPed00061.png,420,297,27,361,155
PennPed00061.png,421,198,27,262,155
PennPed00061.png,422,22,33,102,193
PennPed00061.png,423,117,18,181,146
PennPed00062.png,424,54,36,118,164
PennPed00062.png,425,213,33,293,193
PennPed00062.png,426,295,0,395,200
PennPed00062.png,427,144,18,208,146
PennPed00063.png,428,288,117,352,245
PennPed00063.png,429,98,28,198,228
PennPed00063.png,430,36,126,100,254
PennPed00063.png,431,333,0,397,128
PennPed00063.png,432,225,81,289,209
PennPed00064.png,433,180,81,244,209
PennPed00064.png,434,315,56,395,216
PennPed00064.png,435,11,67,91,227
PennPed00065.png,436,297,117,361,245
PennPed00065.png,437,90,33,170,193
PennPed00065.png,438,0,0,80,160
PennPed00066.png,439,90,117,154,245
PennPed00066.png,440,267,0,367,200
PennPed00066.png,441,180,108,244,236
PennPed00067.png,442,54,81,118,209
PennPed00067.png,443,153,126,217,254
PennPed00067.png,444,295,56,395,256
PennPed00068.png,445,236,11,316,171
PennPed00068.png,446,98,28,198,228
PennPed00068.png,447,27,36,91,164
PennPed00068.png,448,315,117,379,245
PennPed00069.png,449,168,78,248,238
PennPed00069.png,450,27,72,91,200
PennPed00069.png,451,261,45,325,173
PennPed00070.png,452,168,90,248,250
PennPed00070.png,453,247,45,327,205
PennPed00070.png,454,0,0,125,250
PennPed00071.png,455,144,81,208,209
PennPed00071.png,456,234,45,298,173
PennPed00071.png,457,11,45,91,205
PennPed00071.png,458,303,67,383,227
PennPed00072.png,459,270,126,334,254
PennPed00072.png,460,105,0,230,250
PennPed00072.png,461,36,126,100,254
PennPed00073.png,462,126,0,190,128
PennPed00073.png,463,42,14,142,214
PennPed00073.png,464,243,9,307,137
PennPed00073.png,465,297,81,361,209
PennPed00074.png,466,246,0,371,250
PennPed00074.png,467,154,28,254,228
PennPed00074.png,468,0,90,80,250
PennPed00075.png,469,246,0,371,250
PennPed00075.png,470,27,36,91,164
PennPed00075.png,471,123,78,203,238
PennPed00076.png,472,281,90,361,250
PennPed00076.png,473,123,0,248,250
PennPed00076.png,474,9,27,73,155
PennPed00077.png,475,324,126,388,254
PennPed00077.png,476,112,0,212,200
PennPed00077.png,477,9,108,73,236
PennPed00078.png,478,315,54,379,182
PennPed00078.png,479,243,36,307,164
PennPed00078.png,480,78,78,158,238
PennPed00079.png,481,189,63,253,191
PennPed00079.png,482,63,108,127,236
PennPed00079.png,483,303,45,383,205
PennPed00080.png,484,154,0,254,200
PennPed00080.png,485,279,108,343,236
PennPed00080.png,486,81,27,145,155
PennPed00080.png,487,0,63,64,191
PennPed00081.png,488,63,63,127,191
PennPed00081.png,489,239,28,339,228
PennPed00081.png,490,135,0,215,160
PennPed00082.png,491,180,33,260,193
PennPed00082.png,492,297,99,361,227
PennPed00083.png,493,11,45,91,205
PennPed00083.png,494,196,0,296,200
PennPed00083.png,495,288,126,352,254
PennPed00083.png,496,101,90,181,250
PennPed00084.png,497,154,14,254,214
PennPed00084.png,498,78,33,158,193
PennPed00084.png,499,9,45,73,173
PennPed00084.png,500,252,9,316,137
PennPed00085.png,501,228,0,353,250
PennPed00085.png,502,36,72,100,200
PennPed00085.png,503,135,99,199,227
PennPed00086.png,504,189,117,253,245
PennPed00086.png,505,99,90,163,218
PennPed00086.png,506,270,33,350,193
PennPed00086.png,507,45,36,109,164
PennPed00087.png,508,35,0,160,250
PennPed00087.png,509,303,33,383,193
PennPed00087.png,510,171,72,235,200
PennPed00088.png,511,153,108,217,236
PennPed00088.png,512,81,54,145,182
PennPed00088.png,513,333,63,397,191
PennPed00089.png,514,189,108,253,236
PennPed00089.png,515,14,28,114,228
PennPed00089.png,516,324,54,388,182
PennPed00089.png,517,162,0,226,128
PennPed00090.png,518,252,126,316,254
PennPed00090.png,519,108,126,172,254
PennPed00090.png,520,189,81,253,209
PennPed00090.png,521,14,56,114,256
PennPed00090.png,522,333,72,397,200
PennPed00091.png,523,0,81,64,209
PennPed00091.png,524,154,28,254,228
PennPed00091.png,525,281,11,361,171
PennPed00091.png,526,90,117,154,245
PennPed00092.png,527,252,117,316,245
PennPed00092.png,528,306,63,370,191
PennPed00092.png,529,112,14,212,214
PennPed00093.png,530,22,67,102,227
PennPed00093.png,531,126,56,226,256
PennPed00093.png,532,243,99,307,227
PennPed00093.png,533,303,22,383,182
PennPed00094.png,534,135,108,199,236
PennPed00094.png,535,0,56,80,216
PennPed00094.png,536,247,11,327,171
PennPed00094.png,537,324,54,388,182
PennPed00095.png,538,140,0,265,250
PennPed00095.png,539,261,108,325,236
PennPed00096.png,540,180,90,260,250
PennPed00096.png,541,70,28,170,228
PennPed00096.png,542,333,126,397,254
PennPed00096.png,543,258,90,338,250
