image_name,annotation_id,x_min,y_min,x_max,y_max
FudanPed00038.png,56,261,36,325,164
FudanPed00039.png,57,182,42,282,242
FudanPed00039.png,58,84,0,184,200
FudanPed00040.png,59,126,56,226,256
FudanPed00040.png,60,63,117,127,245
FudanPed00041.png,61,182,56,282,256
FudanPed00042.png,62,84,56,184,256
FudanPed00042.png,63,182,56,282,256
FudanPed00043.png,64,193,0,318,250
FudanPed00043.png,65,18,72,82,200
FudanPed00044.png,66,333,90,397,218
FudanPed00044.png,67,9,81,73,209
FudanPed00045.png,68,207,90,271,218
FudanPed00046.png,69,292,45,372,205
FudanPed00046.png,70,112,56,212,256
FudanPed00046.png,71,234,0,298,128
FudanPed00047.png,72,252,126,316,254
FudanPed00047.png,73,189,9,253,137
FudanPed00048.png,74,54,99,118,227
FudanPed00048.png,75,261,27,325,155
FudanPed00048.png,76,112,90,192,250
FudanPed00049.png,77,182,28,282,228
FudanPed00050.png,78,36,126,100,254
FudanPed00052.png,79,171,90,235,218
FudanPed00053.png,80,90,81,154,209
FudanPed00053.png,81,146,56,226,216
FudanPed00053.png,82,315,56,395,216
FudanPed00054.png,83,56,42,156,242
FudanPed00054.png,84,270,63,334,191
FudanPed00054.png,85,191,33,271,193
FudanPed00055.png,86,234,72,298,200
FudanPed00056.png,87,315,90,395,250
FudanPed00056.png,88,135,90,215,250
FudanPed00057.png,89,0,0,125,250
FudanPed00057.png,90,207,54,271,182
FudanPed00058.png,91,261,36,325,164
FudanPed00059.png,92,158,0,283,250
FudanPed00059.png,93,14,56,114,256
FudanPed00060.png,94,210,56,310,256
FudanPed00060.png,95,333,90,397,218
FudanPed00060.png,96,144,63,208,191
FudanPed00061.png,97,99,117,163,245
FudanPed00061.png,98,239,28,339,228
FudanPed00062.png,99,198,27,262,155
FudanPed00062.png,100,295,0,395,200
FudanPed00063.png,101,90,0,170,160
FudanPed00063.png,102,0,56,100,256
FudanPed00063.png,103,189,0,253,128
FudanPed00064.png,104,243,126,307,254
FudanPed00064.png,105,98,28,198,228
FudanPed00065.png,106,45,90,125,250
FudanPed00065.png,107,191,56,271,216
FudanPed00066.png,108,261,9,325,137
FudanPed00067.png,109,56,90,136,250
FudanPed00067.png,110,198,0,262,128
FudanPed00068.png,111,267,28,367,228
FudanPed00069.png,112,281,90,361,250
FudanPed00070.png,113,279,27,343,155
FudanPed00071.png,114,333,27,397,155
FudanPed00071.png,115,182,14,282,214
FudanPed00072.png,116,90,33,170,193
FudanPed00073.png,117,123,0,203,160
FudanPed00073.png,118,45,11,125,171
PennPed00001.png,119,198,27,262,155
PennPed00001.png,120,246,0,371,250
PennPed00001.png,121,117,18,181,146
PennPed00001.png,122,45,67,125,227
PennPed00002.png,123,14,14,114,214
PennPed00002.png,124,135,54,199,182
PennPed00002.png,125,216,108,280,236
PennPed00002.png,126,279,90,343,218
PennPed00003.png,127,228,0,353,250
PennPed00003.png,128,0,56,100,256
PennPed00003.png,129,135,33,215,193
PennPed00004.png,130,98,56,198,256
PennPed00004.png,131,292,90,372,250
PennPed00004.png,132,216,117,280,245
PennPed00004.png,133,36,45,100,173
PennPed00005.png,134,126,56,226,256
PennPed00005.png,135,270,78,350,238
PennPed00006.png,136,267,28,367,228
PennPed00006.png,137,72,36,136,164
PennPed00006.png,138,126,56,226,256
PennPed00007.png,139,281,28,381,228
PennPed00007.png,140,70,56,170,256
PennPed00007.png,141,216,72,280,200
PennPed00008.png,142,213,33,293,193
PennPed00008.png,143,306,72,370,200
PennPed00008.png,144,42,28,142,228
PennPed00009.png,145,36,54,100,182
PennPed00009.png,146,168,42,268,242
PennPed00009.png,147,90,78,170,238
PennPed00009.png,148,288,54,352,182
PennPed00010.png,149,228,0,353,250
PennPed00010.png,150,9,63,73,191
PennPed00010.png,151,84,0,184,200
PennPed00012.png,152,90,56,170,216
PennPed00013.png,153,168,56,268,256
PennPed00013.png,154,292,56,372,216
PennPed00013.png,155,70,56,170,256
PennPed00014.png,156,70,0,170,200
PennPed00014.png,157,270,126,334,254
PennPed00014.png,158,207,45,271,173
PennPed00014.png,159,9,63,73,191
PennPed00015.png,160,303,78,383,238
PennPed00015.png,161,135,36,199,164
PennPed00015.png,162,45,126,109,254
PennPed00016.png,163,84,56,184,256
PennPed00016.png,164,246,0,371,250
PennPed00017.png,165,247,78,327,238
PennPed00017.png,166,99,0,163,128
PennPed00018.png,167,140,28,240,228
PennPed00018.png,168,45,117,109,245
PennPed00019.png,169,67,33,147,193
PennPed00019.png,170,267,28,367,228
PennPed00019.png,171,180,27,244,155
PennPed00019.png,172,0,54,64,182
PennPed00020.png,173,193,0,318,250
PennPed00020.png,174,333,72,397,200
PennPed00020.png,175,70,42,170,242
PennPed00021.png,176,263,0,388,250
PennPed00021.png,177,33,67,113,227
PennPed00022.png,178,267,28,367,228
PennPed00022.png,179,135,72,199,200
PennPed00022.png,180,28,42,128,242
PennPed00023.png,181,84,42,184,242
PennPed00025.png,182,162,117,226,245
PennPed00025.png,183,90,27,154,155
PennPed00026.png,184,243,45,307,173
PennPed00026.png,185,153,117,217,245
PennPed00027.png,186,182,56,282,256
PennPed00027.png,187,84,56,184,256
PennPed00027.png,188,297,18,361,146
PennPed00028.png,189,210,14,310,214
PennPed00028.png,190,36,9,100,137
PennPed00029.png,191,196,42,296,242
PennPed00029.png,192,42,56,142,256
PennPed00030.png,193,263,0,388,250
PennPed00030.png,194,144,81,208,209
PennPed00031.png,195,140,0,240,200
PennPed00031.png,196,9,126,73,254
PennPed00031.png,197,243,36,307,164
PennPed00032.png,198,108,126,172,254
PennPed00032.png,199,315,27,379,155
PennPed00033.png,200,333,54,397,182
PennPed00033.png,201,90,126,154,254
PennPed00033.png,202,9,126,73,254
PennPed00033.png,203,225,14,325,214
PennPed00033.png,204,146,11,226,171
PennPed00034.png,205,263,0,388,250
PennPed00034.png,206,70,14,170,214
PennPed00035.png,207,54,72,118,200
PennPed00035.png,208,270,45,334,173
PennPed00035.png,209,117,117,181,245
PennPed00035.png,210,333,63,397,191
PennPed00036.png,211,281,56,381,256
PennPed00036.png,212,0,56,100,256
PennPed00037.png,213,281,33,361,193
PennPed00038.png,214,207,99,271,227
PennPed00038.png,215,135,90,199,218
PennPed00038.png,216,33,90,113,250
PennPed00039.png,217,252,126,316,254
PennPed00039.png,218,70,42,170,242
PennPed00040.png,219,324,72,388,200
PennPed00040.png,220,117,36,181,164
PennPed00040.png,221,175,0,300,250
PennPed00041.png,222,236,45,316,205
PennPed00042.png,223,175,0,300,250
PennPed00043.png,224,196,14,296,214
PennPed00043.png,225,315,22,395,182
PennPed00043.png,226,112,45,192,205
PennPed00043.png,227,27,45,91,173
PennPed00044.png,228,196,42,296,242
PennPed00044.png,229,70,0,195,250
PennPed00045.png,230,225,27,289,155
PennPed00045.png,231,87,0,212,250
PennPed00045.png,232,281,14,381,214
PennPed00046.png,233,117,27,181,155
PennPed00046.png,234,261,18,325,146
PennPed00046.png,235,0,90,80,250
PennPed00047.png,236,193,0,318,250
PennPed00047.png,237,18,81,82,209
PennPed00047.png,238,98,28,198,228
PennPed00048.png,239,87,0,212,250
PennPed00048.png,240,315,45,379,173
PennPed00048.png,241,234,36,298,164
PennPed00048.png,242,27,99,91,227
PennPed00049.png,243,202,33,282,193
PennPed00049.png,244,84,28,184,228
PennPed00050.png,245,225,72,289,200
PennPed00050.png,246,54,72,118,200
PennPed00051.png,247,14,0,114,200
PennPed00051.png,248,292,33,372,193
PennPed00051.png,249,213,90,293,250
PennPed00052.png,250,225,56,305,216
PennPed00052.png,251,28,28,128,228
PennPed00052.png,252,295,28,395,228
PennPed00053.png,253,81,99,145,227
PennPed00053.png,254,162,9,226,137
PennPed00054.png,255,168,0,268,200
PennPed00055.png,256,90,56,170,216
PennPed00055.png,257,207,63,271,191
PennPed00055.png,258,281,67,361,227
PennPed00056.png,259,99,126,163,254
PennPed00056.png,260,243,63,307,191
PennPed00056.png,261,153,63,217,191
PennPed00057.png,262,198,27,262,155
PennPed00058.png,263,154,0,254,200
PennPed00058.png,264,27,81,91,209
PennPed00058.png,265,253,28,353,228
PennPed00059.png,266,267,14,367,214
PennPed00059.png,267,42,28,142,228
PennPed00060.png,268,140,0,240,200
PennPed00060.png,269,315,22,395,182
PennPed00060.png,270,33,90,113,250
PennPed00061.png,271,189,0,253,128
PennPed00061.png,272,22,22,102,182
PennPed00062.png,273,295,14,395,214
PennPed00062.png,274,42,0,142,200
PennPed00062.png,275,168,45,248,205
PennPed00063.png,276,295,42,395,242
PennPed00066.png,277,306,99,370,227
PennPed00066.png,278,90,117,154,245
PennPed00067.png,279,126,90,190,218
PennPed00067.png,280,45,78,125,238
PennPed00068.png,281,243,36,307,164
PennPed00068.png,282,27,36,91,164
PennPed00068.png,283,153,9,217,137
PennPed00068.png,284,303,90,383,250
PennPed00069.png,285,126,99,190,227
PennPed00069.png,286,225,63,289,191
PennPed00069.png,287,14,0,114,200
PennPed00070.png,288,270,72,334,200
PennPed00070.png,289,9,117,73,245
PennPed00070.png,290,154,56,254,256
PennPed00071.png,291,135,67,215,227
PennPed00071.png,292,210,0,335,250
PennPed00071.png,293,33,22,113,182
PennPed00072.png,294,270,126,334,254
PennPed00072.png,295,123,0,248,250
PennPed00073.png,296,252,81,316,209
PennPed00073.png,297,56,56,156,256
PennPed00074.png,298,246,0,371,250
PennPed00074.png,299,146,90,226,250
PennPed00074.png,300,72,54,136,182
PennPed00075.png,301,27,45,91,173
PennPed00075.png,302,253,0,353,200
PennPed00076.png,303,228,0,353,250
PennPed00077.png,304,333,81,397,209
PennPed00078.png,305,198,63,262,191
PennPed00078.png,306,315,45,379,173
PennPed00079.png,307,112,14,212,214
PennPed00079.png,308,267,0,367,200
PennPed00080.png,309,225,36,289,164
PennPed00080.png,310,281,33,361,193
PennPed00080.png,311,84,14,184,214
PennPed00081.png,312,154,28,254,228
PennPed00081.png,313,56,28,156,228
PennPed00081.png,314,252,36,316,164
PennPed00082.png,315,72,117,136,245
PennPed00082.png,316,225,90,289,218
PennPed00083.png,317,0,45,64,173
PennPed00083.png,318,202,0,282,160
PennPed00084.png,319,22,11,102,171
PennPed00084.png,320,154,14,254,214
PennPed00084.png,321,270,33,350,193
PennPed00085.png,322,246,0,371,250
PennPed00086.png,323,135,11,215,171
PennPed00086.png,324,45,36,109,164
PennPed00086.png,325,306,117,370,245
PennPed00086.png,326,216,36,280,164
PennPed00087.png,327,180,72,244,200
PennPed00087.png,328,99,18,163,146
PennPed00087.png,329,247,11,327,171
PennPed00088.png,330,225,78,305,238
PennPed00088.png,331,153,126,217,254
PennPed00088.png,332,333,63,397,191
PennPed00088.png,333,108,0,172,128
PennPed00089.png,334,123,67,203,227
PennPed00089.png,335,202,22,282,182
PennPed00089.png,336,288,36,352,164
PennPed00090.png,337,52,0,177,250
PennPed00090.png,338,315,45,379,173
PennPed00090.png,339,189,81,253,209
PennPed00091.png,340,90,99,154,227
PennPed00091.png,341,157,33,237,193
PennPed00092.png,342,292,33,372,193
PennPed00092.png,343,135,99,199,227
PennPed00093.png,344,135,78,215,238
PennPed00093.png,345,216,108,280,236
PennPed00093.png,346,42,0,142,200
PennPed00094.png,347,135,90,215,250
PennPed00094.png,348,72,108,136,236
PennPed00094.png,349,0,33,80,193
PennPed00094.png,350,281,0,361,160
PennPed00095.png,351,140,0,265,250
PennPed00095.png,352,9,18,73,146
PennPed00095.png,353,261,117,325,245
PennPed00096.png,354,117,45,181,173
PennPed00096.png,355,198,126,262,254
